duo,name,season,number_in_season,word_count
Marge vs Bart,Marge Simpson,13,16,2
Marge vs Bart,Marge Simpson,13,16,19
Marge vs Bart,Marge Simpson,13,16,12
Marge vs Bart,Marge Simpson,13,16,5
Marge vs Bart,Marge Simpson,13,16,8
Marge vs Bart,Marge Simpson,13,16,1
Marge vs Bart,Marge Simpson,13,16,4
Marge vs Bart,Marge Simpson,13,16,16
Marge vs Bart,Marge Simpson,13,16,1
Marge vs Bart,Marge Simpson,13,16,20
Marge vs Bart,Marge Simpson,13,16,1
Marge vs Bart,Bart Simpson,13,16,8
Marge vs Bart,Marge Simpson,13,16,6
Marge vs Bart,Marge Simpson,13,16,21
Marge vs Bart,Marge Simpson,13,16,17
Marge vs Bart,Marge Simpson,13,16,3
Marge vs Bart,Marge Simpson,13,16,11
Marge vs Bart,Marge Simpson,13,16,20
Marge vs Bart,Bart Simpson,13,16,20
Marge vs Bart,Marge Simpson,13,16,6
Marge vs Bart,Marge Simpson,13,16,18
Marge vs Bart,Marge Simpson,13,16,9
Marge vs Bart,Bart Simpson,13,17,4
Marge vs Bart,Marge Simpson,13,17,12
Marge vs Bart,Bart Simpson,13,17,3
Marge vs Bart,Bart Simpson,13,17,8
Marge vs Bart,Bart Simpson,13,17,10
Marge vs Bart,Marge Simpson,13,17,10
Marge vs Bart,Marge Simpson,13,17,5
Marge vs Bart,Bart Simpson,13,17,2
Marge vs Bart,Marge Simpson,13,17,18
Marge vs Bart,Bart Simpson,13,18,12
Marge vs Bart,Bart Simpson,13,18,8
Marge vs Bart,Bart Simpson,13,18,2
Marge vs Bart,Bart Simpson,13,18,17
Marge vs Bart,Bart Simpson,13,18,4
Marge vs Bart,Bart Simpson,13,18,3
Marge vs Bart,Bart Simpson,13,18,5
Marge vs Bart,Bart Simpson,13,18,7
Marge vs Bart,Bart Simpson,13,18,6
Marge vs Bart,Bart Simpson,13,18,5
Marge vs Bart,Bart Simpson,13,18,3
Marge vs Bart,Marge Simpson,13,18,14
Marge vs Bart,Bart Simpson,13,18,3
Marge vs Bart,Marge Simpson,13,18,7
Marge vs Bart,Bart Simpson,13,18,8
Marge vs Bart,Bart Simpson,13,18,1
Marge vs Bart,Bart Simpson,13,18,4
Marge vs Bart,Bart Simpson,13,18,4
Marge vs Bart,Bart Simpson,13,18,11
Marge vs Bart,Bart Simpson,13,18,2
Marge vs Bart,Bart Simpson,13,18,15
Marge vs Bart,Bart Simpson,13,18,9
Marge vs Bart,Bart Simpson,13,18,10
Marge vs Bart,Bart Simpson,13,18,4
Marge vs Bart,Bart Simpson,13,18,17
Marge vs Bart,Bart Simpson,13,18,1
Marge vs Bart,Bart Simpson,13,18,4
Marge vs Bart,Bart Simpson,13,18,3
Marge vs Bart,Bart Simpson,13,18,10
Marge vs Bart,Bart Simpson,13,18,9
Marge vs Bart,Bart Simpson,13,18,4
Marge vs Bart,Bart Simpson,13,18,8
Marge vs Bart,Bart Simpson,13,18,5
Marge vs Bart,Bart Simpson,13,18,6
Marge vs Bart,Marge Simpson,13,18,5
Marge vs Bart,Bart Simpson,13,18,9
Marge vs Bart,Marge Simpson,13,18,10
Marge vs Bart,Marge Simpson,13,18,10
Marge vs Bart,Marge Simpson,13,18,3
Marge vs Bart,Marge Simpson,13,18,11
Marge vs Bart,Marge Simpson,13,18,4
Marge vs Bart,Bart Simpson,13,18,13
Marge vs Bart,Bart Simpson,13,18,25
Marge vs Bart,Bart Simpson,13,18,8
Marge vs Bart,Bart Simpson,13,18,5
Marge vs Bart,Bart Simpson,13,18,3
Marge vs Bart,Bart Simpson,13,18,6
Marge vs Bart,Bart Simpson,13,18,17
Marge vs Bart,Bart Simpson,13,18,31
Marge vs Bart,Bart Simpson,13,18,6
Marge vs Bart,Marge Simpson,13,18,9
Marge vs Bart,Bart Simpson,13,18,4
Marge vs Bart,Marge Simpson,13,18,8
Marge vs Bart,Marge Simpson,13,18,1
Marge vs Bart,Bart Simpson,13,18,5
Marge vs Bart,Bart Simpson,13,18,3
Marge vs Bart,Bart Simpson,13,18,6
Marge vs Bart,Bart Simpson,13,18,15
Marge vs Bart,Bart Simpson,13,19,3
Marge vs Bart,Marge Simpson,13,19,14
Marge vs Bart,Marge Simpson,13,19,3
Marge vs Bart,Marge Simpson,13,19,14
Marge vs Bart,Marge Simpson,13,19,5
Marge vs Bart,Marge Simpson,13,19,5
Marge vs Bart,Marge Simpson,13,19,22
Marge vs Bart,Marge Simpson,13,19,10
Marge vs Bart,Marge Simpson,13,19,21
Marge vs Bart,Marge Simpson,13,19,4
Marge vs Bart,Marge Simpson,13,19,10
Marge vs Bart,Marge Simpson,13,19,9
Marge vs Bart,Marge Simpson,13,19,1
Marge vs Bart,Marge Simpson,13,19,3
Marge vs Bart,Marge Simpson,13,19,9
Marge vs Bart,Marge Simpson,13,19,18
Marge vs Bart,Marge Simpson,13,19,18
Marge vs Bart,Marge Simpson,13,19,31
Marge vs Bart,Marge Simpson,13,19,8
Marge vs Bart,Marge Simpson,13,19,2
Marge vs Bart,Marge Simpson,13,19,6
Marge vs Bart,Bart Simpson,13,19,5
Marge vs Bart,Bart Simpson,13,19,14
Marge vs Bart,Bart Simpson,13,19,3
Marge vs Bart,Marge Simpson,13,19,9
Marge vs Bart,Marge Simpson,13,19,14
Marge vs Bart,Marge Simpson,13,19,12
Marge vs Bart,Marge Simpson,13,19,31
Marge vs Bart,Marge Simpson,13,19,4
Marge vs Bart,Marge Simpson,13,19,10
Marge vs Bart,Bart Simpson,13,19,4
Marge vs Bart,Bart Simpson,13,19,5
Marge vs Bart,Marge Simpson,13,20,5
Marge vs Bart,Marge Simpson,13,20,6
Marge vs Bart,Bart Simpson,13,20,5
Marge vs Bart,Bart Simpson,13,20,5
Marge vs Bart,Bart Simpson,13,20,1
Marge vs Bart,Bart Simpson,13,20,2
Marge vs Bart,Bart Simpson,13,20,5
Marge vs Bart,Bart Simpson,13,20,1
Marge vs Bart,Bart Simpson,13,20,12
Marge vs Bart,Bart Simpson,13,20,15
Marge vs Bart,Marge Simpson,13,20,14
Marge vs Bart,Marge Simpson,13,20,13
Marge vs Bart,Bart Simpson,13,20,5
Marge vs Bart,Marge Simpson,13,20,6
Marge vs Bart,Bart Simpson,13,20,2
Marge vs Bart,Bart Simpson,13,20,7
Marge vs Bart,Bart Simpson,13,20,9
Marge vs Bart,Bart Simpson,13,20,2
Marge vs Bart,Marge Simpson,13,20,11
Marge vs Bart,Bart Simpson,13,20,4
Marge vs Bart,Bart Simpson,13,20,7
Marge vs Bart,Marge Simpson,13,20,5
Marge vs Bart,Bart Simpson,13,20,4
Marge vs Bart,Bart Simpson,13,20,6
Marge vs Bart,Bart Simpson,13,20,17
Marge vs Bart,Marge Simpson,13,20,16
Marge vs Bart,Marge Simpson,13,20,5
Marge vs Bart,Marge Simpson,13,20,18
Marge vs Bart,Marge Simpson,13,20,5
Marge vs Bart,Marge Simpson,13,20,3
Marge vs Bart,Bart Simpson,13,20,13
Marge vs Bart,Bart Simpson,13,20,17
Marge vs Bart,Bart Simpson,13,20,2
Marge vs Bart,Bart Simpson,13,20,12
Marge vs Bart,Bart Simpson,13,20,11
Marge vs Bart,Bart Simpson,13,20,11
Marge vs Bart,Bart Simpson,13,20,3
Marge vs Bart,Bart Simpson,13,20,14
Marge vs Bart,Bart Simpson,13,20,17
Marge vs Bart,Bart Simpson,13,20,7
Marge vs Bart,Marge Simpson,13,21,8
Marge vs Bart,Marge Simpson,13,21,23
Marge vs Bart,Marge Simpson,13,21,5
Marge vs Bart,Bart Simpson,13,21,7
Marge vs Bart,Marge Simpson,13,21,29
Marge vs Bart,Marge Simpson,13,21,6
Marge vs Bart,Marge Simpson,13,21,8
Marge vs Bart,Marge Simpson,13,21,8
Marge vs Bart,Marge Simpson,13,21,15
Marge vs Bart,Marge Simpson,13,21,4
Marge vs Bart,Marge Simpson,13,21,15
Marge vs Bart,Marge Simpson,13,21,8
Marge vs Bart,Marge Simpson,13,21,5
Marge vs Bart,Marge Simpson,13,21,7
Marge vs Bart,Marge Simpson,13,21,1
Marge vs Bart,Marge Simpson,13,21,20
Marge vs Bart,Bart Simpson,13,21,15
Marge vs Bart,Marge Simpson,13,21,2
Marge vs Bart,Marge Simpson,13,21,8
Marge vs Bart,Marge Simpson,13,21,1
Marge vs Bart,Marge Simpson,13,21,15
Marge vs Bart,Marge Simpson,13,21,8
Marge vs Bart,Marge Simpson,13,21,8
Marge vs Bart,Bart Simpson,13,21,6
Marge vs Bart,Marge Simpson,13,21,10
Marge vs Bart,Marge Simpson,13,21,11
Marge vs Bart,Marge Simpson,13,21,12
Marge vs Bart,Marge Simpson,13,21,15
Marge vs Bart,Marge Simpson,13,21,19
Marge vs Bart,Marge Simpson,13,21,6
Marge vs Bart,Marge Simpson,13,21,4
Marge vs Bart,Marge Simpson,13,21,6
Marge vs Bart,Marge Simpson,13,21,2
Marge vs Bart,Marge Simpson,13,21,15
Marge vs Bart,Bart Simpson,13,21,11
Marge vs Bart,Marge Simpson,13,22,3
Marge vs Bart,Marge Simpson,13,22,1
Marge vs Bart,Marge Simpson,13,22,3
Marge vs Bart,Bart Simpson,13,22,25
Marge vs Bart,Bart Simpson,13,22,7
Marge vs Bart,Bart Simpson,13,22,6
Marge vs Bart,Bart Simpson,13,22,5
Marge vs Bart,Marge Simpson,13,22,2
Marge vs Bart,Marge Simpson,13,22,18
Marge vs Bart,Bart Simpson,13,22,1
Marge vs Bart,Marge Simpson,13,22,20
Marge vs Bart,Marge Simpson,13,22,4
Marge vs Bart,Marge Simpson,13,22,14
Marge vs Bart,Marge Simpson,13,22,11
Marge vs Bart,Marge Simpson,13,22,17
Marge vs Bart,Marge Simpson,13,22,5
Marge vs Bart,Marge Simpson,13,22,4
Marge vs Bart,Marge Simpson,13,22,6
Marge vs Bart,Bart Simpson,13,22,9
Marge vs Bart,Marge Simpson,13,22,17
Marge vs Bart,Marge Simpson,13,22,4
Marge vs Bart,Marge Simpson,13,22,1
Marge vs Bart,Bart Simpson,13,22,4
Marge vs Bart,Bart Simpson,13,22,8
Marge vs Bart,Marge Simpson,13,22,8
Marge vs Bart,Marge Simpson,13,22,7
Marge vs Bart,Marge Simpson,13,22,28
Marge vs Bart,Marge Simpson,13,22,3
Marge vs Bart,Marge Simpson,13,22,7
Marge vs Bart,Marge Simpson,13,22,13
Marge vs Bart,Marge Simpson,13,22,7
Marge vs Bart,Marge Simpson,13,22,10
Marge vs Bart,Marge Simpson,13,22,10
Marge vs Bart,Marge Simpson,14,1,11
Marge vs Bart,Marge Simpson,14,1,9
Marge vs Bart,Bart Simpson,14,1,7
Marge vs Bart,Bart Simpson,14,1,7
Marge vs Bart,Bart Simpson,14,1,5
Marge vs Bart,Marge Simpson,14,1,12
Marge vs Bart,Marge Simpson,14,1,5
Marge vs Bart,Marge Simpson,14,1,6
Marge vs Bart,Marge Simpson,14,1,12
Marge vs Bart,Marge Simpson,14,1,4
Marge vs Bart,Bart Simpson,14,1,3
Marge vs Bart,Marge Simpson,14,1,11
Marge vs Bart,Marge Simpson,14,1,6
Marge vs Bart,Marge Simpson,14,1,12
Marge vs Bart,Marge Simpson,14,1,1
Marge vs Bart,Marge Simpson,14,1,20
Marge vs Bart,Marge Simpson,14,1,7
Marge vs Bart,Marge Simpson,14,1,17
Marge vs Bart,Marge Simpson,14,1,7
Marge vs Bart,Marge Simpson,14,1,9
Marge vs Bart,Marge Simpson,14,1,8
Marge vs Bart,Marge Simpson,14,1,2
Marge vs Bart,Bart Simpson,14,1,4
Marge vs Bart,Bart Simpson,14,1,5
Marge vs Bart,Bart Simpson,14,1,18
Marge vs Bart,Marge Simpson,14,1,13
Marge vs Bart,Bart Simpson,14,1,14
Marge vs Bart,Marge Simpson,14,1,8
Marge vs Bart,Marge Simpson,14,1,4
Marge vs Bart,Marge Simpson,14,1,12
Marge vs Bart,Marge Simpson,14,1,8
Marge vs Bart,Marge Simpson,14,1,9
Marge vs Bart,Marge Simpson,14,1,21
Marge vs Bart,Bart Simpson,14,1,2
Marge vs Bart,Bart Simpson,14,1,5
Marge vs Bart,Marge Simpson,14,2,10
Marge vs Bart,Marge Simpson,14,2,1
Marge vs Bart,Bart Simpson,14,2,10
Marge vs Bart,Marge Simpson,14,2,7
Marge vs Bart,Bart Simpson,14,2,18
Marge vs Bart,Marge Simpson,14,2,22
Marge vs Bart,Marge Simpson,14,2,16
Marge vs Bart,Bart Simpson,14,2,3
Marge vs Bart,Marge Simpson,14,2,3
Marge vs Bart,Marge Simpson,14,2,13
Marge vs Bart,Marge Simpson,14,2,2
Marge vs Bart,Bart Simpson,14,2,14
Marge vs Bart,Marge Simpson,14,2,11
Marge vs Bart,Bart Simpson,14,2,6
Marge vs Bart,Marge Simpson,14,2,2
Marge vs Bart,Marge Simpson,14,2,2
Marge vs Bart,Bart Simpson,14,2,2
Marge vs Bart,Marge Simpson,14,2,11
Marge vs Bart,Marge Simpson,14,2,6
Marge vs Bart,Bart Simpson,14,2,7
Marge vs Bart,Marge Simpson,14,2,5
Marge vs Bart,Marge Simpson,14,2,24
Marge vs Bart,Marge Simpson,14,2,16
Marge vs Bart,Bart Simpson,14,2,18
Marge vs Bart,Marge Simpson,14,2,25
Marge vs Bart,Marge Simpson,14,2,4
Marge vs Bart,Marge Simpson,14,2,11
Marge vs Bart,Bart Simpson,14,2,4
Marge vs Bart,Bart Simpson,14,2,5
Marge vs Bart,Marge Simpson,14,2,17
Marge vs Bart,Bart Simpson,14,2,3
Marge vs Bart,Marge Simpson,14,2,9
Marge vs Bart,Marge Simpson,14,2,15
Marge vs Bart,Bart Simpson,14,2,12
Marge vs Bart,Marge Simpson,14,2,7
Marge vs Bart,Marge Simpson,14,3,15
Marge vs Bart,Bart Simpson,14,3,18
Marge vs Bart,Marge Simpson,14,3,9
Marge vs Bart,Bart Simpson,14,3,8
Marge vs Bart,Bart Simpson,14,3,6
Marge vs Bart,Bart Simpson,14,3,10
Marge vs Bart,Bart Simpson,14,3,11
Marge vs Bart,Bart Simpson,14,3,5
Marge vs Bart,Bart Simpson,14,3,7
Marge vs Bart,Bart Simpson,14,3,9
Marge vs Bart,Marge Simpson,14,3,16
Marge vs Bart,Marge Simpson,14,3,8
Marge vs Bart,Bart Simpson,14,3,3
Marge vs Bart,Bart Simpson,14,3,13
Marge vs Bart,Bart Simpson,14,3,10
Marge vs Bart,Bart Simpson,14,3,6
Marge vs Bart,Bart Simpson,14,3,1
Marge vs Bart,Bart Simpson,14,3,6
Marge vs Bart,Bart Simpson,14,3,40
Marge vs Bart,Bart Simpson,14,3,11
Marge vs Bart,Bart Simpson,14,3,3
Marge vs Bart,Bart Simpson,14,3,15
Marge vs Bart,Marge Simpson,14,3,16
Marge vs Bart,Marge Simpson,14,3,4
Marge vs Bart,Bart Simpson,14,3,15
Marge vs Bart,Marge Simpson,14,3,6
Marge vs Bart,Bart Simpson,14,3,3
Marge vs Bart,Bart Simpson,14,3,3
Marge vs Bart,Bart Simpson,14,3,1
Marge vs Bart,Bart Simpson,14,3,13
Marge vs Bart,Bart Simpson,14,3,4
Marge vs Bart,Bart Simpson,14,3,10
Marge vs Bart,Marge Simpson,14,3,16
Marge vs Bart,Bart Simpson,14,3,14
Marge vs Bart,Bart Simpson,14,3,6
Marge vs Bart,Bart Simpson,14,3,8
Marge vs Bart,Bart Simpson,14,3,14
Marge vs Bart,Bart Simpson,14,3,5
Marge vs Bart,Bart Simpson,14,3,15
Marge vs Bart,Bart Simpson,14,3,3
Marge vs Bart,Bart Simpson,14,3,14
Marge vs Bart,Bart Simpson,14,3,9
Marge vs Bart,Bart Simpson,14,3,24
Marge vs Bart,Marge Simpson,14,3,3
Marge vs Bart,Marge Simpson,14,3,1
Marge vs Bart,Marge Simpson,14,3,3
Marge vs Bart,Bart Simpson,14,3,2
Marge vs Bart,Bart Simpson,14,3,1
Marge vs Bart,Bart Simpson,14,3,11
Marge vs Bart,Bart Simpson,14,3,7
Marge vs Bart,Bart Simpson,14,3,16
Marge vs Bart,Bart Simpson,14,3,12
Marge vs Bart,Bart Simpson,14,3,20
Marge vs Bart,Marge Simpson,14,3,12
Marge vs Bart,Bart Simpson,14,3,8
Marge vs Bart,Bart Simpson,14,3,7
Marge vs Bart,Marge Simpson,14,3,9
Marge vs Bart,Bart Simpson,14,3,1
Marge vs Bart,Marge Simpson,14,4,10
Marge vs Bart,Marge Simpson,14,4,13
Marge vs Bart,Marge Simpson,14,4,5
Marge vs Bart,Marge Simpson,14,4,14
Marge vs Bart,Marge Simpson,14,4,14
Marge vs Bart,Marge Simpson,14,4,9
Marge vs Bart,Marge Simpson,14,4,5
Marge vs Bart,Bart Simpson,14,4,5
Marge vs Bart,Bart Simpson,14,4,6
Marge vs Bart,Bart Simpson,14,4,9
Marge vs Bart,Bart Simpson,14,4,7
Marge vs Bart,Marge Simpson,14,4,7
Marge vs Bart,Marge Simpson,14,4,17
Marge vs Bart,Marge Simpson,14,4,6
Marge vs Bart,Marge Simpson,14,4,12
Marge vs Bart,Marge Simpson,14,4,15
Marge vs Bart,Marge Simpson,14,4,9
Marge vs Bart,Marge Simpson,14,4,7
Marge vs Bart,Marge Simpson,14,4,8
Marge vs Bart,Marge Simpson,14,4,10
Marge vs Bart,Marge Simpson,14,4,14
Marge vs Bart,Marge Simpson,14,4,10
Marge vs Bart,Marge Simpson,14,4,18
Marge vs Bart,Bart Simpson,14,4,18
Marge vs Bart,Bart Simpson,14,4,7
Marge vs Bart,Bart Simpson,14,4,8
Marge vs Bart,Marge Simpson,14,4,2
Marge vs Bart,Marge Simpson,14,4,1
Marge vs Bart,Marge Simpson,14,4,24
Marge vs Bart,Marge Simpson,14,4,13
Marge vs Bart,Marge Simpson,14,4,1
Marge vs Bart,Bart Simpson,14,4,8
Marge vs Bart,Marge Simpson,14,4,5
Marge vs Bart,Marge Simpson,14,4,6
Marge vs Bart,Marge Simpson,14,4,20
Marge vs Bart,Marge Simpson,14,4,13
Marge vs Bart,Bart Simpson,14,4,8
Marge vs Bart,Bart Simpson,14,4,15
Marge vs Bart,Marge Simpson,14,4,3
Marge vs Bart,Marge Simpson,14,4,3
Marge vs Bart,Marge Simpson,14,4,6
Marge vs Bart,Marge Simpson,14,4,13
Marge vs Bart,Marge Simpson,14,4,11
Marge vs Bart,Marge Simpson,14,4,5
Marge vs Bart,Bart Simpson,14,4,6
Marge vs Bart,Bart Simpson,14,4,16
Marge vs Bart,Bart Simpson,14,4,10
Marge vs Bart,Marge Simpson,14,4,16
Marge vs Bart,Bart Simpson,14,4,10
Marge vs Bart,Bart Simpson,14,4,20
Marge vs Bart,Bart Simpson,14,4,10
Marge vs Bart,Bart Simpson,14,4,5
Marge vs Bart,Marge Simpson,14,4,17
Marge vs Bart,Bart Simpson,14,4,10
Marge vs Bart,Marge Simpson,14,4,12
Marge vs Bart,Bart Simpson,14,4,2
Marge vs Bart,Bart Simpson,14,4,3
Marge vs Bart,Bart Simpson,14,4,18
Marge vs Bart,Bart Simpson,14,4,12
Marge vs Bart,Bart Simpson,14,4,14
Marge vs Bart,Marge Simpson,14,4,11
Marge vs Bart,Marge Simpson,14,4,5
Marge vs Bart,Bart Simpson,14,4,36
Marge vs Bart,Marge Simpson,14,4,12
Marge vs Bart,Marge Simpson,14,4,5
Marge vs Bart,Bart Simpson,14,4,8
Marge vs Bart,Marge Simpson,14,4,14
Marge vs Bart,Marge Simpson,14,4,15
Marge vs Bart,Marge Simpson,14,4,7
Marge vs Bart,Bart Simpson,14,4,15
Marge vs Bart,Bart Simpson,14,4,8
Marge vs Bart,Marge Simpson,14,4,11
Marge vs Bart,Marge Simpson,14,4,9
Marge vs Bart,Marge Simpson,14,4,2
Marge vs Bart,Marge Simpson,14,5,20
Marge vs Bart,Bart Simpson,14,5,10
Marge vs Bart,Bart Simpson,14,5,1
Marge vs Bart,Marge Simpson,14,5,10
Marge vs Bart,Bart Simpson,14,5,8
Marge vs Bart,Bart Simpson,14,5,6
Marge vs Bart,Bart Simpson,14,5,7
Marge vs Bart,Marge Simpson,14,5,6
Marge vs Bart,Marge Simpson,14,5,9
Marge vs Bart,Bart Simpson,14,5,10
Marge vs Bart,Marge Simpson,14,5,11
Marge vs Bart,Bart Simpson,14,5,8
Marge vs Bart,Marge Simpson,14,5,5
Marge vs Bart,Marge Simpson,14,5,5
Marge vs Bart,Marge Simpson,14,5,8
Marge vs Bart,Marge Simpson,14,5,9
Marge vs Bart,Marge Simpson,14,5,14
Marge vs Bart,Bart Simpson,14,5,19
Marge vs Bart,Marge Simpson,14,5,6
Marge vs Bart,Bart Simpson,14,5,5
Marge vs Bart,Marge Simpson,14,5,7
Marge vs Bart,Marge Simpson,14,5,17
Marge vs Bart,Marge Simpson,14,5,14
Marge vs Bart,Bart Simpson,14,5,14
Marge vs Bart,Marge Simpson,14,5,13
Marge vs Bart,Marge Simpson,14,5,1
Marge vs Bart,Marge Simpson,14,5,9
Marge vs Bart,Marge Simpson,14,5,5
Marge vs Bart,Marge Simpson,14,5,4
Marge vs Bart,Bart Simpson,14,5,3
Marge vs Bart,Marge Simpson,14,5,8
Marge vs Bart,Bart Simpson,14,5,14
Marge vs Bart,Marge Simpson,14,5,5
Marge vs Bart,Marge Simpson,14,5,5
Marge vs Bart,Marge Simpson,14,5,2
Marge vs Bart,Marge Simpson,14,5,13
Marge vs Bart,Marge Simpson,14,5,3
Marge vs Bart,Marge Simpson,14,5,1
Marge vs Bart,Marge Simpson,14,5,2
Marge vs Bart,Bart Simpson,14,5,23
Marge vs Bart,Bart Simpson,14,5,5
Marge vs Bart,Bart Simpson,14,5,3
Marge vs Bart,Marge Simpson,14,5,6
Marge vs Bart,Marge Simpson,14,5,10
Marge vs Bart,Bart Simpson,14,5,12
Marge vs Bart,Marge Simpson,14,5,5
Marge vs Bart,Marge Simpson,14,5,7
Marge vs Bart,Marge Simpson,14,5,15
Marge vs Bart,Bart Simpson,14,5,4
Marge vs Bart,Marge Simpson,14,5,3
Marge vs Bart,Marge Simpson,14,5,8
Marge vs Bart,Marge Simpson,14,5,8
Marge vs Bart,Marge Simpson,14,5,13
Marge vs Bart,Marge Simpson,14,5,10
Marge vs Bart,Bart Simpson,14,5,11
Marge vs Bart,Marge Simpson,14,6,9
Marge vs Bart,Marge Simpson,14,6,1
Marge vs Bart,Marge Simpson,14,6,5
Marge vs Bart,Marge Simpson,14,6,2
Marge vs Bart,Marge Simpson,14,6,17
Marge vs Bart,Marge Simpson,14,6,2
Marge vs Bart,Bart Simpson,14,6,14
Marge vs Bart,Marge Simpson,14,6,20
Marge vs Bart,Marge Simpson,14,6,4
Marge vs Bart,Marge Simpson,14,6,9
Marge vs Bart,Marge Simpson,14,6,1
Marge vs Bart,Marge Simpson,14,6,6
Marge vs Bart,Marge Simpson,14,6,12
Marge vs Bart,Bart Simpson,14,6,2
Marge vs Bart,Bart Simpson,14,6,21
Marge vs Bart,Bart Simpson,14,6,14
Marge vs Bart,Bart Simpson,14,6,1
Marge vs Bart,Marge Simpson,14,6,4
Marge vs Bart,Marge Simpson,14,6,5
Marge vs Bart,Marge Simpson,14,6,17
Marge vs Bart,Bart Simpson,14,6,10
Marge vs Bart,Marge Simpson,14,6,22
Marge vs Bart,Marge Simpson,14,6,5
Marge vs Bart,Marge Simpson,14,6,4
Marge vs Bart,Marge Simpson,14,6,20
Marge vs Bart,Marge Simpson,14,6,6
Marge vs Bart,Marge Simpson,14,6,7
Marge vs Bart,Marge Simpson,14,6,10
Marge vs Bart,Bart Simpson,14,6,7
Marge vs Bart,Bart Simpson,14,6,3
Marge vs Bart,Bart Simpson,14,6,6
Marge vs Bart,Bart Simpson,14,6,1
Marge vs Bart,Bart Simpson,14,7,8
Marge vs Bart,Bart Simpson,14,7,20
Marge vs Bart,Bart Simpson,14,7,12
Marge vs Bart,Bart Simpson,14,7,6
Marge vs Bart,Bart Simpson,14,7,9
Marge vs Bart,Bart Simpson,14,7,10
Marge vs Bart,Bart Simpson,14,7,12
Marge vs Bart,Bart Simpson,14,7,6
Marge vs Bart,Bart Simpson,14,7,3
Marge vs Bart,Bart Simpson,14,7,9
Marge vs Bart,Bart Simpson,14,7,11
Marge vs Bart,Bart Simpson,14,7,16
Marge vs Bart,Bart Simpson,14,7,14
Marge vs Bart,Bart Simpson,14,7,15
Marge vs Bart,Bart Simpson,14,7,16
Marge vs Bart,Bart Simpson,14,7,23
Marge vs Bart,Bart Simpson,14,7,12
Marge vs Bart,Bart Simpson,14,7,18
Marge vs Bart,Bart Simpson,14,7,11
Marge vs Bart,Bart Simpson,14,7,6
Marge vs Bart,Marge Simpson,14,7,5
Marge vs Bart,Bart Simpson,14,7,37
Marge vs Bart,Bart Simpson,14,7,13
Marge vs Bart,Bart Simpson,14,7,19
Marge vs Bart,Bart Simpson,14,7,19
Marge vs Bart,Marge Simpson,14,7,7
Marge vs Bart,Bart Simpson,14,7,1
Marge vs Bart,Bart Simpson,14,7,1
Marge vs Bart,Bart Simpson,14,7,2
Marge vs Bart,Bart Simpson,14,7,2
Marge vs Bart,Bart Simpson,14,7,2
Marge vs Bart,Bart Simpson,14,7,5
Marge vs Bart,Marge Simpson,14,7,9
Marge vs Bart,Marge Simpson,14,7,21
Marge vs Bart,Marge Simpson,14,7,6
Marge vs Bart,Marge Simpson,14,7,5
Marge vs Bart,Bart Simpson,14,7,13
Marge vs Bart,Marge Simpson,14,7,7
Marge vs Bart,Bart Simpson,14,7,8
Marge vs Bart,Bart Simpson,14,7,21
Marge vs Bart,Bart Simpson,14,7,5
Marge vs Bart,Bart Simpson,14,7,3
Marge vs Bart,Bart Simpson,14,7,12
Marge vs Bart,Bart Simpson,14,8,14
Marge vs Bart,Marge Simpson,14,8,19
Marge vs Bart,Bart Simpson,14,8,14
Marge vs Bart,Bart Simpson,14,8,12
Marge vs Bart,Bart Simpson,14,8,10
Marge vs Bart,Bart Simpson,14,8,16
Marge vs Bart,Marge Simpson,14,8,11
Marge vs Bart,Marge Simpson,14,8,9
Marge vs Bart,Bart Simpson,14,8,13
Marge vs Bart,Marge Simpson,14,8,9
Marge vs Bart,Marge Simpson,14,8,9
Marge vs Bart,Bart Simpson,14,8,8
Marge vs Bart,Marge Simpson,14,8,4
Marge vs Bart,Marge Simpson,14,8,1
Marge vs Bart,Marge Simpson,14,8,17
Marge vs Bart,Bart Simpson,14,8,9
Marge vs Bart,Bart Simpson,14,9,3
Marge vs Bart,Bart Simpson,14,9,13
Marge vs Bart,Marge Simpson,14,9,6
Marge vs Bart,Bart Simpson,14,9,5
Marge vs Bart,Bart Simpson,14,9,9
Marge vs Bart,Marge Simpson,14,9,20
Marge vs Bart,Marge Simpson,14,9,2
Marge vs Bart,Marge Simpson,14,9,4
Marge vs Bart,Marge Simpson,14,9,8
Marge vs Bart,Marge Simpson,14,9,6
Marge vs Bart,Marge Simpson,14,9,8
Marge vs Bart,Marge Simpson,14,9,14
Marge vs Bart,Bart Simpson,14,9,5
Marge vs Bart,Bart Simpson,14,9,4
Marge vs Bart,Marge Simpson,14,9,19
Marge vs Bart,Marge Simpson,14,9,5
Marge vs Bart,Marge Simpson,14,9,13
Marge vs Bart,Marge Simpson,14,9,6
Marge vs Bart,Marge Simpson,14,9,1
Marge vs Bart,Marge Simpson,14,9,12
Marge vs Bart,Bart Simpson,14,9,8
Marge vs Bart,Marge Simpson,14,9,10
Marge vs Bart,Marge Simpson,14,9,3
Marge vs Bart,Marge Simpson,14,9,9
Marge vs Bart,Marge Simpson,14,9,9
Marge vs Bart,Marge Simpson,14,9,8
Marge vs Bart,Marge Simpson,14,9,2
Marge vs Bart,Marge Simpson,14,9,8
Marge vs Bart,Marge Simpson,14,9,3
Marge vs Bart,Marge Simpson,14,9,1
